date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:23	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:28%20GMT	http://www.vintagepointsblog.com/?p=278&share=google-plus-1	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexa58f.html	(from http://www.vintagepointsblog.com/?p=278)
12:38:24	768/768	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2236895800a39ba64daf3578c137bf52e1-gzip%22	http://www.vintagepointsblog.com/?feed=rss2&p=260	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexae0e.html	(from http://www.vintagepointsblog.com/?p=260)
12:38:24	2304/2304	---MCZ	200	added ('OK')	application/json	date:Sat,%2029%20Aug%202020%2019:38:28%20GMT	http://www.vintagepointsblog.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.vintagepointsblog.com%2F%3Fp%3D260	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexdf8e.json	(from http://www.vintagepointsblog.com/?p=260)
12:38:25	2400/2400	---MCZ	200	added ('OK')	text/xml	date:Sat,%2029%20Aug%202020%2019:38:29%20GMT	http://www.vintagepointsblog.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.vintagepointsblog.com%2F%3Fp%3D260&format=xml	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index6249.php	(from http://www.vintagepointsblog.com/?p=260)
12:38:25	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:29%20GMT	http://www.vintagepointsblog.com/?p=260&share=twitter	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexe8cb.html	(from http://www.vintagepointsblog.com/?p=260)
12:38:25	338742/338742	---M--	200	added ('OK')	image/jpeg	etag:%229e6768f65c2661073598eb1c2c86e96b%22	https://i.pinimg.com/originals/98/d3/20/98d3206028f08f8d6537ba2e69ceba04.jpg	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/i.pinimg.com/originals/98/d3/20/98d3206028f08f8d6537ba2e69ceba04.jpg	(from http://www.vintagepointsblog.com/?p=318)
12:38:25	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2029%20Aug%202020%2019:38:29%20GMT	https://i0.wp.com/4.bp.blogspot.com/-BDtNvNBaXkY/U56YcuaiNcI/AAAAAAAAOCo/Wpbwg0nADik/s1600/vanja,+fashion+and+style+blog,+instagram+vanja+milicevic,+adidas+shopping+bag,+grocery+shopping.jpg?resize=209%2C209	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/i0.wp.com/4.bp.blogspot.com/-BDtNvNBaXkY/U56YcuaiNcI/AAAAAAAAOCo/Wpbwg0nADik/s1600/vanja,+fashion+and+style+blog,+instagram+vanja+milicevic,+adidas+shopping+bag,+grocery+shopping.7f	(from http://www.vintagepointsblog.com/?p=260)
12:38:27	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:30%20GMT	http://www.vintagepointsblog.com/?p=260&share=facebook	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index42ae.html	(from http://www.vintagepointsblog.com/?p=260)
12:38:27	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:31%20GMT	http://www.vintagepointsblog.com/?p=260&share=google-plus-1	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexc8c9.html	(from http://www.vintagepointsblog.com/?p=260)
12:38:27	2325/2325	---MCZ	200	added ('OK')	application/json	date:Sat,%2029%20Aug%202020%2019:38:30%20GMT	http://www.vintagepointsblog.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.vintagepointsblog.com%2F%3Fp%3D252	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index1a2b.json	(from http://www.vintagepointsblog.com/?p=252)
